"","X.x","GEOID","countyFIPS","POPULATION","POP_DENSITY","Shape_Area","NUM_WORKERS","EMPLOYMENT_DENSITY","No..Hospitals","No..Populated.Places","Total.Points.of.Interest","exposure_entropy","ALAND","cases1","cases2","cases3","cases4","income","X.y","exposure1","exposure2","exposure3","exposure4","county_pop","estimate_cases1","estimate_cases2","estimate_cases3","estimate_cases4","estimate_cases1_density","estimate_cases2_density","estimate_cases3_density","estimate_cases4_density","pop_density_class","income_class","change12exposure","change23exposure","change34exposure","change12casedensity","change23casedensity","change34casedensity"
"2133",2132,17031711100,17031,2835,21.0493997807,2.3591818416e-05,4066635,1.579123890783,0,0,9,1.70726359029431,653926,408,73516,85971,187602,48472.589,0,0.000167910658839799,9.89415456014035e-05,0.00017334087465773,0.000135728096575289,5194675,0.22266648057867,40.1214435936801,46.9187745142863,102.384012474313,0.881913526452158,158.908712771218,185.830852408379,405.511621052642,"4","2",-0.410748869160225,0.751952363429335,-0.216987356021537,179.186274509804,0.169418902007726,1.18215444742995
"2134",2133,17031711200,17031,5145,21.209371011675,2.9824442003e-05,4066635,0.5531904809495,0,0,8,1.28311498326924,1102231,408,73516,85971,187602,48000.421,0,0.000408866468209712,0.000240925028755038,0.000422030087084692,0.000330585548164647,5194675,0.404098427716845,72.8129902255675,85.1488870814825,185.808022638567,0.949542271798405,171.09448444493,200.081124139168,436.607914887069,"4","2",-0.410748869160225,0.75170711513661,-0.216677771842588,179.186274509804,0.169418902007726,1.18215444742995
"2135",2134,17031711500,17031,2539,15.8141498807,3.513834495e-05,4066635,0.04941573952305,0,0,1,2.39186149759082,649295,408,73516,85971,187602,53556.846,0,7.62301556263429e-05,4.49187054069148e-05,7.86265241170999e-05,6.15244992979651e-05,5194675,0.199418057915076,35.932396925698,42.0200241593555,91.6941826004514,0.795467037325173,143.332241950974,167.615433004614,365.762762588914,"4","2",-0.410748869160222,0.750418303573728,-0.217509612833253,179.186274509804,0.169418902007726,1.18215444742995
"2136",2135,17031711300,17031,1626,18.7066170391,1.8939555729e-05,4066635,2.290014390155,0,0,4,0.807144302454541,350019,408,73516,85971,187602,52041.251,0,5.00911946385998e-05,2.95162930859103e-05,5.16272247931651e-05,4.04443565391605e-05,5194675,0.127709240712845,23.0114523045234,26.9100272875589,58.7218357260079,0.944997081433492,170.275503526139,199.12339237235,434.517996252662,"4","2",-0.410748869160222,0.749109369625057,-0.216607967962769,179.186274509804,0.169418902007726,1.18215444742995
"2137",2136,17031711400,17031,2654,16.17015013134,2.696458877e-05,4066635,1.49189404155567,0,1,9,1.42495338787796,745157,408,73516,85971,187602,41067.271,0,0.000105225752434358,6.20043936154122e-05,0.000108646107215358,8.50674983178812e-05,5194675,0.208450384287756,37.5598981649478,43.9232548715752,95.847325963607,0.724527173877839,130.549852242165,152.667464866303,333.143987435858,"4","1",-0.410748869160223,0.752232396453154,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2138",2137,17031270500,17031,1689,28.7368450567,6.0958909239e-05,4066635,0.32326823924,0,0,2,1.77111650419263,561347,408,73516,85971,187602,14519.178,0,5.48943379614447e-05,3.23465507204821e-05,5.66371291452014e-05,4.43933269606719e-05,5194675,0.132657384725705,23.9030399399385,27.9526667212097,60.9970360032148,0.612068161831407,110.286281826465,128.970862600019,281.434341411509,"4","1",-0.410748869160225,0.750948026410073,-0.216179781166871,179.186274509804,0.169418902007726,1.18215444742995
"2139",2138,17031271200,17031,1170,14.3560069592,3.5771174569e-05,4066635,3.4478956885,0,1,12,1.48071047981597,329808,408,73516,85971,187602,17243.72,0,1.85552570230896e-05,1.09337061838783e-05,1.91583941886917e-05,1.50005987990838e-05,5194675,0.0918941030959588,16.5580560862807,19.3633037678007,42.2537194338433,0.721649344523278,130.031306892091,152.061068132379,331.82073610602,"3","1",-0.410748869160222,0.752232396453155,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2140",2139,17031271300,17031,1045,12.9160900705,3.5511239918e-05,4066635,0.321357264913,0,0,8,2.33036499429787,327413,408,73516,85971,187602,7520.649,0,2.4859286652729e-05,1.46483627719908e-05,2.56673358040804e-05,2.00969560833879e-05,5194675,0.0820763570386983,14.7890330001396,17.2945747327792,37.7394331695438,0.649264887864039,116.988621314247,136.808705084704,298.537724247719,"3","1",-0.410748869160223,0.752232396453149,-0.217022123496238,179.186274509804,0.169418902007726,1.18215444742995
"2141",2140,17031271400,17031,1527,18.8478450458,3.5615554816e-05,4066635,1.5799110451,2,0,5,0.833771172835997,328376,408,73516,85971,187602,18515.025,0,5.30910919142898e-05,3.12839859480137e-05,5.4816813668295e-05,4.2920352362704e-05,5194675,0.119933585835495,21.6103860202996,25.2715938918219,55.1465210046827,0.945952162502534,170.447596025824,199.324640594376,434.957150955393,"4","1",-0.410748869160225,0.752232396453158,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2142",2141,17031350100,17031,2144,19.58488535055,5.8892932814e-05,4066635,2.159873695177,1,1,2,2.18601365203732,567876,408,73516,85971,187602,56906,0,0.000382530102538675,0.00022540629550117,0.000394842667034404,0.000309181266325053,5194675,0.168393980374133,30.3422839734921,35.4828404086877,77.429038005265,0.768020499491095,138.386752550459,161.832084219973,353.142602317471,"4","2",-0.410748869160223,0.751693164365739,-0.216950719517571,179.186274509804,0.169418902007726,1.18215444742995
"2143",2142,17031350400,17031,389,7.81419844554,2.1837811588e-05,4066635,0.843692377154,0,1,3,3.0106985068378,201454,408,73516,85971,187602,13137.5,0,3.39833429448058e-05,2.00247232599427e-05,3.50754842543151e-05,2.74574557048453e-05,5194675,0.0305528257301949,5.50519984407109,6.43788475698672,14.0484588545,0.392803412397891,70.7777834947141,82.7688778609291,180.614474933013,"3","1",-0.410748869160225,0.751608938560456,-0.217189547384015,179.186274509804,0.169418902007726,1.18215444742995
"2144",2143,17031351000,17031,3267,26.7163193806667,5.3686824656e-05,4066635,3.214729595701,0,2,11,2.33898184620726,821383,408,73516,85971,187602,3739.684,0,0.000806193344061698,0.000475050339663856,0.000832750225498155,0.000651990704745892,5194675,0.256596610952562,46.2351873793837,54.0683020593204,117.985385803732,0.809105158454869,145.789644188647,170.489165631185,372.033691020712,"4","1",-0.410748869160224,0.752972592520206,-0.217063310483203,179.186274509804,0.169418902007726,1.18215444742995
"2145",2144,17031351400,17031,1437,17.9668281754,3.5082780623e-05,4066635,170.253513753,0,1,7,2.36787503011269,323957,408,73516,85971,187602,15188.766,0,6.22333073075199e-05,3.66710467068555e-05,6.42561960515992e-05,5.03111799366904e-05,5194675,0.112864808674267,20.336689398278,23.7821089866065,51.896234894387,0.902341528247121,162.589558310332,190.135302757189,414.90459652504,"4","1",-0.410748869160223,0.752232396453162,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2146",2145,17031360200,17031,1443,32.6433760508,2.5106582657e-05,4066635,1.31206916906,0,0,3,2.3102860545731,232044,408,73516,85971,187602,27211.287,0,0.000137308901970863,8.09094257606989e-05,0.000141772116996318,0.00011100443111322,5194675,0.113336060485016,20.4216025064128,23.8814079802875,52.1129206350734,1.26502041275013,227.9393153523,266.55654388368,581.667547727328,"4","1",-0.410748869160225,0.752232396453158,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"2147",2146,17031430400,17031,2892,21.658148934475,1.4756206174e-05,4066635,2.144585024545,0,1,13,1.75183764437571,548002,408,73516,85971,187602,32477.191,0,0.000116426003238368,6.86041540673638e-05,0.000120210421288098,9.41221003937776e-05,5194675,0.22714337278078,40.9281181209604,47.862114954256,104.442527010833,1.07353866500893,193.436932590187,226.208805317359,493.622550571089,"4","1",-0.410748869160223,0.752232396453155,-0.21702212349624,179.186274509804,0.169418902007727,1.18215444742995
"2148",2147,17031430600,17031,1665,20.53109243055,1.777478514e-05,4066635,10.69222954645,0,0,9,1.84995905380055,333359,408,73516,85971,187602,13327.678,0,6.74797481132821e-05,3.97625178845346e-05,6.95662989324741e-05,5.44186022220395e-05,5194675,0.130772377482711,23.5633875073994,27.5554707464856,60.1302930404693,1.01602313925894,183.073424278824,214.089522806937,467.176404341312,"4","1",-0.410748869160226,0.749544612202023,-0.217744754901191,179.186274509804,0.169418902007726,1.18215444742995
"2149",2148,17031430800,17031,1763,21.7449539603,1.7759534235e-05,4066635,0.6785245852995,0,0,7,0.792038654925992,328071,408,73516,85971,187602,61672.149,0,5.80702688728526e-05,3.42179716014982e-05,5.99578383810594e-05,4.69456609753575e-05,5194675,0.138469490391603,24.950301606934,29.1773543099424,63.6694934716801,1.09316574800653,196.97346355502,230.344491475171,502.647256513534,"4","2",-0.410748869160225,0.752232396453159,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"2150",2149,17031430500,17031,3604,44.5837012141667,1.2174546778e-05,4066635,1.79732438451667,0,1,4,2.06953755995976,342833,408,73516,85971,187602,13405.126,0,0.000342939211852384,0.000202077318393319,0.000354086423877153,0.000277241836266143,5194675,0.283065254322936,51.0044736196201,59.6455955377382,130.155901572283,2.13847269281663,385.323427659578,450.604499691517,983.28861303379,"4","1",-0.410748869160223,0.752232396453158,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2151",2150,17031430900,17031,1814,23.3035940585,1.8216495395e-05,4066635,0.9168872591525,0,1,7,1.6617567153479,336518,408,73516,85971,187602,38592.96,0,8.63057339484217e-05,5.08557513270645e-05,8.91110950212478e-05,6.97720159526615e-05,5194675,0.142475130782965,25.6720630260796,30.0213957562311,65.5113222675143,1.09655527706655,197.584210168687,231.05871010953,504.205791882937,"4","1",-0.410748869160223,0.752232396453154,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2152",2151,17001000100,17001,4627,2.7716060823184,0.000273155044868,37229,4.810943669756,0,2,9,8.04654935728256,12937185,1,43,86,2196,53404.328,0,0.000182159804498426,2.56153164646379e-05,7.44656570806271e-05,0.000717083933263641,67103,0.0689536980462871,2.96500901599034,5.93001803198069,151.422320909646,0.0138044001024862,0.593589204406908,1.18717840881382,30.3144626250598,"2","2",-0.859379973890677,1.90707542822777,8.62972679455745,42,1,24.5348837209302
"2153",2152,17001000201,17001,1986,4.21018173932,0.000168973970425,37229,1.117099307815,0,0,3,8.04654935728256,3206335,1,43,86,2196,53666.028,0,3.08992991804788e-05,4.34506025751873e-06,1.2659167432552e-05,0.000121868909960848,67103,0.0295962922671118,1.27264056748581,2.54528113497161,64.9934578185774,0.023907170327436,1.02800832407975,2.05601664815949,52.5001460390494,"2","2",-0.859379973890676,1.91346188137355,8.62692930717325,42,1,24.5348837209302
"2154",2153,17031610300,17031,5658,16.7282013714433,8.6093866166e-05,4066635,2.54407853487333,0,1,7,1.86624019581102,2383657,408,73516,85971,187602,35725.881,0,0.000248486731921044,0.000146421087783155,0.000256563773537556,0.000200883758592228,5194675,0.444390457535842,80.0730609710906,93.6389510412105,204.334653467253,0.482859440354812,87.0046436694225,101.74487486947,222.023031199616,"4","1",-0.410748869160224,0.752232396453158,-0.217022123496238,179.186274509804,0.169418902007726,1.18215444742995
"2155",2154,17031681000,17031,3498,22.048231011025,1.7643241101e-05,4066635,0.352642473742875,0,0,8,1.43588972074729,652466,408,73516,85971,187602,39456.27,0,8.96142058121051e-05,5.28052721140912e-05,9.25271085018352e-05,7.24466789337998e-05,5194675,0.27473980566638,49.5043420425724,57.89131331604,126.327786820157,1.09059490713067,196.510233315242,229.802781276792,501.465161194924,"4","1",-0.410748869160225,0.752232396453159,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2156",2155,17031681100,17031,3517,22.20377347392,1.4129182167e-05,4066635,0.5287656566818,0,0,23,1.86291756634126,652438,408,73516,85971,187602,24963.748,0,4.93410024935812e-05,2.90742415161109e-05,5.09448278868329e-05,3.98886731576821e-05,5194675,0.276232103067083,49.7732335516659,58.2057601293632,127.013958332331,1.09656572263379,197.586092316534,231.060911128798,504.210594846923,"4","1",-0.410748869160224,0.752232396453155,-0.217022123496237,179.186274509804,0.169418902007726,1.18215444742995
"2157",2156,17031680500,17031,1481,19.0824681391,1.7701993709e-05,4066635,0.079278490254,0,0,4,1.31384632406646,326856,408,73516,85971,187602,16388.477,0,2.61975586418368e-05,1.54369410549437e-05,2.70491082186101e-05,2.11788533143277e-05,5194675,0.116320655286423,20.9593855245997,24.510301606934,53.4852636594205,0.921722401277125,166.081725618356,194.219109216166,423.816092951939,"4","1",-0.410748869160224,0.752232396453157,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2158",2157,17031803400,17031,6384,8.79695054731667,5.5792537252e-05,4066635,2.05511146202628,0,0,8,2.81691410393624,3077022,408,73516,85971,187602,122239.152,0,0.000495708850890465,0.000292097000954493,0.000511977458284483,0.000401221615301518,5194675,0.501411926636411,90.3475470553981,105.654129276615,230.553628090304,0.42204992034126,76.0476028034512,88.9315041707316,194.062277342797,"3","4",-0.410748869160223,0.752765199955774,-0.21632953012049,179.186274509804,0.169418902007726,1.18215444742995
"2159",2158,17031803500,17031,5813,9.23101843912,6.4223493647e-05,4066635,6.45814554692018,1,0,12,2.9995563714949,2951704,408,73516,85971,187602,126569.364,0,0.000690639982001666,0.000406960390397644,0.000712910852896717,0.000558631024779827,5194675,0.456564462646845,82.2666495979055,96.2041750446371,209.932368434984,0.400616714364086,72.1856332676228,84.4152439965559,184.207100117969,"3","4",-0.410748869160225,0.751794203362462,-0.216408303352398,179.186274509804,0.169418902007726,1.18215444742995
"2160",2159,17031803604,17031,4314,7.497307701965,6.8419131837e-05,4066635,5.34674398345425,0,2,9,3.16794457439763,2518649,408,73516,85971,187602,89930.029,0,0.000425704356380817,0.000250846773400816,0.000440256114864535,0.000344553744192011,5194675,0.338830051928176,61.0525247489015,71.39597645666,155.797047553504,0.348428794363159,62.7820863882403,73.4185585298901,160.210634019896,"3","3",-0.410748869160223,0.755079839759675,-0.217378856173233,179.186274509804,0.169418902007726,1.18215444742995
"2161",2160,17001001002,17001,3223,5.30944333364,0.000162032324746,37229,0.7317556793645,0,5,11,8.04654935728256,3076710,1,43,86,2196,63895.347,0,8.48317802451485e-05,1.19290471529732e-05,3.46961133942474e-05,0.000335056656045373,67103,0.0480306394647035,2.06531749698225,4.1306349939645,105.475284264489,0.040432590726322,1.73860140123185,3.47720280246369,88.7899692350031,"2","2",-0.859379973890676,1.9085402169443,8.65689304269235,42,1,24.5348837209302
"2162",2161,17031680900,17031,4019,15.64423215155,2.7967184811e-05,4066635,5.152902684179,0,0,12,2.54388094216745,1032879,408,73516,85971,187602,25493.823,0,0.000185640943269949,0.00010938913575198,0.000191318359004364,0.000149790219660635,5194675,0.315660171233042,56.8776302656085,66.5137759340093,145.143331969757,0.791534965367267,142.623736553775,166.786893400954,363.954761207917,"3","1",-0.410748869160225,0.748970386219561,-0.217063012456538,179.186274509804,0.169418902007726,1.18215444742995
"2163",2162,17031803607,17031,5164,8.73843116404,7.0249671307e-05,4066635,0.185845720240425,0,0,9,3.09730929067085,2531011,408,73516,85971,187602,117906.773,0,0.000711327798626766,0.000419150709738591,0.000735972720639397,0.000575561861720472,5194675,0.405590725117548,73.081881734661,85.4633338948057,186.494194150741,0.415043624091104,74.7851643840236,87.4551848204322,190.840720506714,"3","4",-0.410748869160223,0.755866573859308,-0.21795761503166,179.186274509804,0.169418902007726,1.18215444742995
"2164",2163,17031809400,17031,5804,34.803507463475,7.2277735064e-05,4066635,48.68508268486,0,0,16,1.75226665296937,1009703,408,73516,85971,187602,108675.86,0,0.00177602928358718,0.0010465272637583,0.00183544403374017,0.0014355771036813,5194675,0.455857584930722,82.1392799357034,96.0552265541155,209.607339823954,1.16932518272261,210.696348365283,246.392292362367,537.666036590999,"4","4",-0.410748869160223,0.753842539322575,-0.217858416115276,179.186274509804,0.169418902007726,1.18215444742995
"2165",2164,17031809500,17031,3670,22.1489512302333,2.5611325854e-05,4066635,22.8413863300333,0,0,13,2.14705573323133,706468,408,73516,85971,187602,107225.916,0,0.000814484250442466,0.000479935765624411,0.000841993117358592,0.000658422753382326,5194675,0.28824902424117,51.9385178091026,60.7378844682295,132.539444719833,1.05675695542421,190.413098860211,222.672676996997,485.906172430129,"4","4",-0.410748869160224,0.754387102747248,-0.218018841474789,179.186274509804,0.169418902007726,1.18215444742995
"2166",2165,17031809600,17031,3301,12.80723094453,4.7126153203e-05,4066635,2.67938916791333,0,0,8,2.11661772900943,1300137,408,73516,85971,187602,106900.364,0,0.000318134212440781,0.000187460944439552,0.000328475139916688,0.000257188767536244,5194675,0.259267037880137,46.7163616588141,54.6309963568462,119.213271667621,0.516485284327386,93.0635592220885,108.830285242426,237.484490956829,"3","4",-0.410748869160224,0.752232396453156,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2167",2166,17031809700,17031,3649,12.9994663647667,4.795222187e-05,4066635,4.019086194616,0,0,8,2.22721145004544,1323074,408,73516,85971,187602,87803.743,0,0.000385059401307197,0.000226896687660753,0.000397575726767085,0.000311292998293531,5194675,0.28659964290355,51.6413219306309,60.3903379903459,131.781044627431,0.561036703253329,101.09111342248,118.217858861255,257.969626479733,"3","3",-0.410748869160223,0.752232396453157,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"2168",2167,17031809800,17031,2717,19.295299054,3.249788228e-05,4066635,4.196260184855,0,1,8,2.34326990775415,597774,408,73516,85971,187602,177933.675,0,0.000308456111782913,0.000181758112682521,0.000318566054983411,0.000249370443021969,5194675,0.213398528300616,38.4514858003629,44.965894305226,98.1225262408139,0.924600581990174,166.600334278406,194.825579985974,425.139505839511,"4","4",-0.410748869160225,0.752692357341174,-0.217209620670492,179.186274509804,0.169418902007726,1.18215444742995
"2169",2168,17031809900,17031,2855,16.2069328721,8.3238168001e-05,4066635,3.68984461186,0,1,7,2.50549275045248,765552,408,73516,85971,187602,164805.658,0,0.00038848883815672,0.000228917487202478,0.000402074284506118,0.000314192005194187,5194675,0.224237319947831,40.4044872874626,47.2497711598897,103.106298276601,0.758635153020151,136.695641934876,159.854467500724,348.827137198251,"4","4",-0.410748869160224,0.756415769803038,-0.218572245722899,179.186274509804,0.169418902007726,1.18215444742995
"2170",2169,17031810000,17031,4896,34.6958405694,9.1731738334e-05,4066635,4.20641759341667,0,1,6,2.68041252690394,1109877,408,73516,85971,187602,143463.91,0,0.00173959404915428,0.0010250577606663,0.0017989702821836,0.00140587881601925,5194675,0.384541477570782,69.2890962379745,81.0279788437198,176.815564400083,0.897362885174055,161.692475162882,189.086236767889,412.615372510841,"4","4",-0.410748869160224,0.754994061031491,-0.218509149404747,179.186274509804,0.169418902007726,1.18215444742995
"2171",2170,17031825501,17031,5583,5.45521438898333,0.000216899961069,4066635,0.903707918927,0,0,7,2.70336532088902,6026987,408,73516,85971,187602,59658.223,0,0.000362745561763324,0.000213748232476148,0.000373949558178792,0.000292911473923647,5194675,0.438499809901486,79.0116471194059,92.3977136201976,201.626081708673,0.188438187712177,33.9539750192362,39.706420185793,86.6455413999503,"2","2",-0.410748869160225,0.749486083916602,-0.216708597410348,179.186274509804,0.169418902007726,1.18215444742995
"2172",2171,17031720100,17031,3300,7.58138343872,7.1131920176e-05,4066635,1.331376503163,0,0,9,0.698108042171935,1965312,408,73516,85971,187602,120664.144,0,0.000597830618288301,0.000352272367877023,0.000617263055369385,0.000483303316337346,5194675,0.259188495911679,46.7022094741249,54.614446524566,119.177157377507,0.341573350394873,61.546829479484,71.9740257519549,157.058440394066,"3","4",-0.410748869160225,0.752232396453158,-0.217022123496238,179.186274509804,0.169418902007726,1.18215444742995
"2173",2172,17031824400,17031,2317,2.99620211573,0.000338186952043,4066635,4.42512025897,0,0,4,2.84780723800735,3129445,408,73516,85971,187602,61337.796,0,0.00011723052412394,6.90782189089714e-05,0.000120761015481846,9.45137153206811e-05,5194675,0.181981740917382,32.7906119247114,38.3459613931574,83.6768101950555,0.1506122360278,27.1382577054406,31.735991528299,69.2528350570768,"2","2",-0.410748869160224,0.748177897304804,-0.217349117647251,179.186274509804,0.169418902007726,1.18215444742995
"2174",2173,17031720200,17031,4016,10.4032196456767,6.0185545597e-05,4066635,1.10506309872867,0,1,13,0.802094735641156,1672473,408,73516,85971,187602,92280.699,0,0.000895202980413677,0.000527499368539897,0.000924043703537146,0.000723384523037219,5194675,0.315424545327667,56.8351737115411,66.4641264371688,145.034989099414,0.488468018556149,88.0152324808183,102.926676527673,224.601904944046,"3","3",-0.410748869160224,0.7517437150586,-0.217153344297271,179.186274509804,0.169418902007726,1.18215444742995
"2175",2174,17031720300,17031,3723,12.3487105565,3.4124613392e-05,4066635,2.8607638320925,0,1,4,0.656067731551147,1264753,408,73516,85971,187602,146763.922,0,0.000885656690986701,0.000521874206699727,0.000914444891852553,0.000715990119602421,5194675,0.292411748569449,52.6885835976264,61.6150255790786,134.453502095896,0.59880975083267,107.897298142683,126.177139923616,275.33800704831,"3","4",-0.410748869160225,0.752232396453158,-0.217022123496242,179.186274509804,0.169418902007726,1.18215444742995
"2176",2175,17031720400,17031,1924,13.24152730535,3.5877618549e-05,4066635,5.683763946143,0,0,3,0.65324022540341,663284,408,73516,85971,187602,121599.002,0,0.000327428920084367,0.000192937861429359,0.000338071971298913,0.000264702874193063,5194675,0.151114747313355,27.2288033418838,31.84187730705,69.4838941800979,0.590074833015101,106.323385842986,124.336577130248,271.321614762988,"3","4",-0.410748869160225,0.752232396453153,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2177",2176,17031720500,17031,2166,10.125970646235,5.6365764663e-05,4066635,2.7200035924465,0,0,2,0.516670450274878,1042167,408,73516,85971,187602,136055.017,0,0.000265559764270691,0.000156481391402049,0.000274191763456737,0.000214686084706177,5194675,0.170121903680211,30.6536320366529,35.8469367188515,78.2235523877817,0.42278802776498,76.1805996303194,89.0870331739783,194.401665648936,"3","4",-0.410748869160224,0.752232396453158,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"2178",2177,17031720600,17031,1756,12.2017469261,3.1497510622e-05,4066635,1.84396490235,0,0,2,0.689583233013874,582372,408,73516,85971,187602,124319.885,0,0.000140314829209843,8.26806717854902e-05,0.000144875751663047,0.000113434508394018,5194675,0.137919696612396,24.8512363141101,29.0615054839812,63.4166934408794,0.613374293795214,110.521628879042,129.246081891834,282.034912413161,"3","4",-0.410748869160223,0.752232396453159,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"2179",2178,17031720700,17031,3149,11.9738802654933,3.7854581842e-05,4066635,2.860761370125,0,1,5,1.05542576467814,1049859,408,73516,85971,187602,79155.228,0,0.000597597953217373,0.000352135269720872,0.00061661525323483,0.000482855150348236,5194675,0.247328658674508,44.5652295860665,52.1154218502601,113.723899570233,0.610159293740374,109.942329996611,128.568638828808,280.556627020298,"3","3",-0.410748869160224,0.751074959698309,-0.2169263607815,179.186274509804,0.169418902007726,1.18215444742995
"2180",2179,17031040600,17031,2434,29.7623622203667,1.1992645222e-05,4066635,10.4367860395333,0,1,2,2.09354919782524,331259,408,73516,85971,187602,94501.242,0,0.000149951119494221,8.83588667326601e-05,0.000154825268802854,0.000121224760196383,5194675,0.191171151226978,34.4464175333394,40.2822917699375,87.9021821384398,1.49470137166952,269.324671665824,314.953361823039,687.276879235158,"4","3",-0.410748869160226,0.752232396453159,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"2181",2180,17031040700,17031,3123,36.37881366635,9.722760708e-06,4066635,5.39268273963,0,0,4,2.29370060758603,342084,408,73516,85971,187602,104849.005,0,0.00027854251169928,0.000164131490005752,0.000287496284457919,0.000225056084456393,5194675,0.245286567494598,44.1972727841492,51.6851262109757,112.784928027259,1.85712342527276,334.628151304786,391.320485279718,853.921737323581,"4","4",-0.410748869160224,0.751621729918149,-0.217186111184909,179.186274509804,0.169418902007726,1.18215444742995
"2182",2181,17031040800,17031,1514,27.9062243119,1.249099638e-05,4066635,17.67530666089,2,0,5,2.50729534656161,217717,408,73516,85971,187602,82350.208,0,9.97372513596131e-05,5.8770288150503e-05,0.000102979202846198,8.06304375685663e-05,5194675,0.11891254024554,21.426407619341,25.0564460721797,54.6770352331955,1.41460464380801,254.892340672033,298.075921158869,650.447697028603,"4","3",-0.410748869160223,0.752232396453155,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"2183",2182,17031816900,17031,5885,17.1513116993,3.9891932676e-05,4066635,1.1241323992705,0,0,3,3.1112660402177,1470777,408,73516,85971,187602,59275.837,0,0.000421494192719994,0.000248365929702655,0.000434222828271145,0.000340921141950229,5194675,0.462219484375827,83.2856068955228,97.3957629688094,212.53259732322,0.813956476429392,146.663785100939,171.511402537037,374.264369831144,"4","2",-0.410748869160224,0.748318816477766,-0.21487052325737,179.186274509804,0.169418902007726,1.18215444742995
"2184",2183,17001000400,17001,4322,5.5503370499325,0.000123209168831,37229,1.73629964280125,0,1,13,8.04654935728256,4458010,1,43,86,2196,37582.274,0,7.61325231970295e-05,1.0705757399735e-05,3.11068162792211e-05,0.000299841616708115,67103,0.0644084467162422,2.76956320879841,5.53912641759683,141.440948988868,0.0374198077157896,1.60905173177895,3.21810346355791,82.173897743874,"2","1",-0.859379973890677,1.90561565312429,8.63909691100099,42,1,24.5348837209302
"2185",2184,17031817000,17031,5459,11.258951646994,4.7170243609e-05,4066635,2.4384858781188,0,0,8,3.04163530198082,2174406,408,73516,85971,187602,70789.587,0,0.00024634767035651,0.000145160643337318,0.000253415243034682,0.0001994979013466,5194675,0.428760605812683,77.256776217954,90.3455344174563,197.147909734488,0.510709577261491,92.0228560832249,107.61326732046,234.828769885809,"3","3",-0.410748869160223,0.745757232873423,-0.212762819798898,179.186274509804,0.169418902007726,1.18215444742995
"2186",2185,17031817101,17031,4542,19.234920140775,2.6788845583e-05,4066635,1.22420823266125,0,1,6,3.05332848762929,988837,408,73516,85971,187602,41665.349,0,0.00031228094057729,0.000184011897374877,0.000321579281070026,0.000252422296029023,5194675,0.35673762073662,64.2792228580229,75.169338216539,164.031105699587,0.934380932052345,168.36261911951,196.886429189883,429.636597095304,"4","1",-0.410748869160224,0.747600484847402,-0.215054231139797,179.186274509804,0.169418902007726,1.18215444742995
"2187",2186,17031817102,17031,3189,11.9080438263667,5.5769807938e-05,4066635,3.7930925559552,0,0,5,3.09893398511707,1542532,408,73516,85971,187602,58815.201,0,0.000147524601788758,8.69290384307136e-05,0.00015181001095771,0.00011944938160761,5194675,0.250470337412831,45.1313169736316,52.777415141467,115.168471174809,0.420554110967703,75.7780784850531,88.6163173382461,193.374490994517,"3","2",-0.410748869160224,0.746367079381755,-0.213165318584389,179.186274509804,0.169418902007726,1.18215444742995
"2188",2187,17031825801,17031,3550,7.69252248148,9.506892221e-05,4066635,1.26752552446533,0,0,1,2.72152925556562,2445029,408,73516,85971,187602,54435.82,0,0.000178788367264192,0.000105351247591422,0.000184425227781698,0.000144601421324178,5194675,0.2788239880262,50.2402556464071,58.7519045946089,128.205729906106,0.295356058757527,53.2191078814175,62.235430704518,135.807321899582,"3","2",-0.410748869160225,0.750574691786703,-0.21593470121484,179.186274509804,0.169418902007726,1.18215444742995
"2189",2188,17031825802,17031,5850,17.2874337638,5.3916016327e-05,4066635,0.746191513310667,0,0,2,2.68341158061438,1497069,408,73516,85971,187602,53913.369,0,0.00014017490472505,8.25982211245934e-05,0.000144587384388945,0.000113373963535605,5194675,0.459470515479794,82.7902804314033,96.8165188390034,211.268597169217,0.794905669072479,143.231091096893,167.497145283897,365.504640513076,"4","2",-0.410748869160224,0.750490294105064,-0.21587928286589,179.186274509804,0.169418902007726,1.18215444742995
